no,brand,name,old_price,new_price,ml,concentration,department,scents,base_note,middle_note,item_rating,seller,seller_rating,num_seller_ratings,combined_notes,cluster
195,J.CASANOVA,Pandora,142,88.95,100,edp,Women,floral,cedar moss musk amber and sandalwood,lilyofthevalley rose jasmine narcissus and orchid,5.0,noon,4.02,98.1K,floral cedar moss musk amber and sandalwood lilyofthevalley rose jasmine narcissus and orchid,1
196,Roberto Cavalli,Serpentine,286,162.85,100,edp,Women,arabian,tolu balsam sandalwood amber,violet leaf tiare flower pepper frangipani,4.04,noon,4.02,98.1K,arabian tolu balsam sandalwood amber violet leaf tiare flower pepper frangipani,0
197,BVLGARI,Man in Black,483,200.95,100,edp,Men,woody,benzoin guaiac wood and tonka beans,iris leather and tuberose,4.07,Star.perfume,3.09,537,woody benzoin guaiac wood and tonka beans iris leather and tuberose,3
198,MONTBLANC,Lady Emblem,08.05,8.05,2,edt,Men,floral,vanilla amber musk and patchouli,jasmine geranium neroli and ylangylang,5.0,Queen Beauty,3.08,467,floral vanilla amber musk and patchouli jasmine geranium neroli and ylangylang,1
199,Al Fakhr,Ameer Al Oud Khususi,28,12.0,100,edp,Unisex,woody sweet,sandalwood cedarwood,black pepper cardamom,4.01,kikup,3.06,425,woody sweet sandalwood cedarwood black pepper cardamom,2
200,LACOSTE,Touch Of Pink,249,90.0,90,edt,Women,floral,sandalwood musk vanilla,carrot seeds coriander jasmine violet leaf cardamom,5.0,Cute Shop,3.07,347,floral sandalwood musk vanilla carrot seeds coriander jasmine violet leaf cardamom,0
202,BURBERRY,My Burberry Bl,699,255.85,90,edt,Women,floral,amber and patchouli,candied rose and peach nectar,5.0,AMLAQ,3.09,135,floral amber and patchouli candied rose and peach nectar,1
204,TED LAPIDUS,Creation,101,50.0,100,edt,Women,floral,jasmine rose tuberose carnation,jasmine rose tuberose carnation,4.07,alkhalijiah  perfume,3.05,88,floral jasmine rose tuberose carnation jasmine rose tuberose carnation,0
206,Benetton,Hot,124,29.85,100,edt,Women,fruity,sandalwood amber musk vanilla oak moss and cedar,apricot iris water jasmine and lily of the valley,5.0,Beauty Gallery,3.07,59,fruity sandalwood amber musk vanilla oak moss and cedar apricot iris water jasmine and lily of the valley,1
208,LACOSTE,Lacoste,310,98.95,50,edp,Women,floral,himalayan cedar warm woman skin accord sandal and incense,heliotrope and jasmine in an alliance with hibiscus blossom and bulgarian rose,4.06,noon,4.02,98.1K,floral himalayan cedar warm woman skin accord sandal and incense heliotrope and jasmine in an alliance with hibiscus blossom and bulgarian rose,0
209,LACOSTE,Lacoste,368,115.0,100,edt,Men,citrus,cedar woody notes amber vanilla and musk,black pepper ginger jasmine and almond,4.06,noon,4.02,98.1K,citrus cedar woody notes amber vanilla and musk black pepper ginger jasmine and almond,2
210,Sedr Al-Khaleej Perfumes,Love Touch,111,49.85,100,edp,Women,fresh,woody leather musk,tiare flower rose,5.0,noon,4.02,98.1K,fresh woody leather musk tiare flower rose,1
213,LANVIN,Rumeur,154,71.0,100,edp,Women,floral,amber patchouli musk,orange blossom plum rose jasmine lily of the valley,5.0,top langri,3.07,347,floral amber patchouli musk orange blossom plum rose jasmine lily of the valley,0
214,GUCCI,Oud,690,380.0,75,edp,Women,spicy,natural oud oil and patchouli,bulgarian rose and orange flower,4.02,AMLAQ,3.09,135,spicy natural oud oil and patchouli bulgarian rose and orange flower,0
215,CHLOE,Love Story,383,237.0,50,edp,Men,floral,sandalwood amber musk vetiver and brazilian rosewood,coriander lily orange blossom juniper berries basil jasmine sage lilyofthevalley and geranium,4.0,hadayiq baris,3.08,122,floral sandalwood amber musk vetiver and brazilian rosewood coriander lily orange blossom juniper berries basil jasmine sage lilyofthevalley and geranium,0
216,TED LAPIDUS,Rumba,111,58.0,100,edt,Women,floral,ambergris vanilla leather tonka bean patchouli musk sandalwood cedar plum styrax oakmoss,honey jasmine tuberose carnation heliotrope magnolia gardenia lily of the valley orchid marigold rose,3.03,hadayiq baris,3.08,122,floral ambergris vanilla leather tonka bean patchouli musk sandalwood cedar plum styrax oakmoss honey jasmine tuberose carnation heliotrope magnolia gardenia lily of the valley orchid marigold rose,3
217,AMOUAGE,Honour,1607,710.95,100,edp,Women,spicy,patchouli cedar vetiver frankincense musk tonka bean,geranium elemi nutmeg,5.0,rich&light,3.08,66,spicy patchouli cedar vetiver frankincense musk tonka bean geranium elemi nutmeg,3
218,Jimmy Choo,jimmy,441,188.95,100,edp,Women,floral,coffee patchouli,orchid,5.0,Faces,3.09,61,floral coffee patchouli orchid,0
219,Rasasi,Blue,53,35.0,100,edt,Men,spicy,amber woody,coriander geranium jasmine rose and pepper,4.03,hawas,4.02,9,spicy amber woody coriander geranium jasmine rose and pepper,2
220,Dunhill,Desire Silver,192,118.95,100,edt,Men,floral,birch vetiver amber,water notes violet leaf cardamom,5.0,noon,4.02,98.1K,floral birch vetiver amber water notes violet leaf cardamom,2
221,Calvin Klein,Euphoria Amber Gold,327,166.0,100,edp,Unisex,arabian,lemon mint and wood moss,sandalwood and cedar,5.0,noon,4.02,98.1K,arabian lemon mint and wood moss sandalwood and cedar,0
222,Britney Spears,Fantasy,189,89.95,100,edp,Women,floral,creamy musk orris root sensual woods,cupcakes white chocolate orchid jasmine petals,5.0,noon,4.02,98.1K,floral creamy musk orris root sensual woods cupcakes white chocolate orchid jasmine petals,0
223,GUCCI,Guilty Absolute,515,299.85,90,edp,Men,woody,woody notes and vetiver,patchouli and cypress,4.03,noon,4.02,98.1K,woody woody notes and vetiver patchouli and cypress,2
224,joop,Homme,170,57.0,125,edt,Men,citrus,patchouli sandalwood tonka beans vanilla,cardamom cinnamon heliotrope jasmine lily of the valley,4.02,Cute Shop,4.02,98,citrus patchouli sandalwood tonka beans vanilla cardamom cinnamon heliotrope jasmine lily of the valley,3
225,Calvin Klein,Obsession,231,120.0,125,edt,Men,spicy,amber sandalwood patchouli vanilla and musk,brazilian rosewood sage myrrh pine tree and nutmeg,3.0,noon,4.02,98.1K,spicy amber sandalwood patchouli vanilla and musk brazilian rosewood sage myrrh pine tree and nutmeg,1
228,Lancome,Idol,739,299.0,50,edp,Women,floral,white musk vanilla,turkish rose rose de mai indian and jasmine,5.0,hadayiq baris,3.08,122,floral white musk vanilla turkish rose rose de mai indian and jasmine,1
230,CARTIER,Declaration,390,240.0,100,edp,Men,fruity,cedar leather amberwood benzointolu  balsam vetiver,cardamom spices cumin,5.0,PARFUM.1990,3.06,111,fruity cedar leather amberwood benzointolu  balsam vetiver cardamom spices cumin,2
231,Marbert,Man,51.95,51.95,125,edt,Men,woody,musk sandalwood patchouli oak moss virginia cedar amber and leather,geraniumjasminelily of the valleymajorjamcoriandernutmeg,5.0,neo lek,3.05,88,woody musk sandalwood patchouli oak moss virginia cedar amber and leather geraniumjasminelily of the valleymajorjamcoriandernutmeg,2
232,Calvin Klein,One Shock,176,106.0,200,edt,Men,spicy,musk patchouli amber and tobacco,black pepper lively black basil and resinous cardamom,5.0,Dior Fragrances,3.09,69,spicy musk patchouli amber and tobacco black pepper lively black basil and resinous cardamom,2
233,BURBERRY,Brit Rhythm Intense,370,136.65,90,edt,Men,spicy,cashmere woodcoumaringuaiac woodleathersandalwoodtonka beansvanilla,amberbasillavendermintpatchouli,4.06,noon,4.02,98.1K,spicy cashmere woodcoumaringuaiac woodleathersandalwoodtonka beansvanilla amberbasillavendermintpatchouli,0
235,Lancome,Miracle,514,242.0,100,edp,Women,arabian,amber musk jasmine,magnolia ginger mandarin orange pepper jasmine,5.0,Parfume-Stor,4.02,98,arabian amber musk jasmine magnolia ginger mandarin orange pepper jasmine,0
236,CHOPARD,Rose Malaki,520,189.95,80,edp,Women,spicy,cedarwood patchouli and vanilla,rose absolu rose petal accord and smoky leather,4.03,noon,4.02,98.1K,spicy cedarwood patchouli and vanilla rose absolu rose petal accord and smoky leather,1
237,LACOSTE,Blanc Pour Homme,356,95.0,100,edt,Men,woody,leather suede and cedar,mexican tuberose and ylangylang,5.0,Cute Shop,3.09,537,woody leather suede and cedar mexican tuberose and ylangylang,2
238,JAGUAR,Classic Red,64.95,64.95,100,edt,Men,fruity,patchouli cedar amber tonka vanilla,jasmine pepper ozonic notes,4.04,Star.perfume,3.09,537,fruity patchouli cedar amber tonka vanilla jasmine pepper ozonic notes,3
239,Lancome,La Vie Est Belle,465,233.95,50,edp,Women,floral,patchouli tonka bean vanilla praline,iris jasmine orange blossom,5.0,Grass gulf,3.09,537,floral patchouli tonka bean vanilla praline iris jasmine orange blossom,3
240,Givenchy,Dahlia Divin Nude,549,300.0,75,edp,Women,fresh,rose vanilla ginger,pine cardamom lavender rosemary,4.05,Beautify,3.06,531,fresh rose vanilla ginger pine cardamom lavender rosemary,2
241,Dolce & Gabbana,The One,299,190.0,100,edt,Men,spicy,ambery cedar wood,cardamom ginger,4.07,hadayiq baris,3.08,122,spicy ambery cedar wood cardamom ginger,2
243,UNITED COLORS OF BENETTON,United Colors Of Benetton Hot,111,28.0,100,edt,Men,woody,sandalwood amber musk vanilla oakmoss cedar,apricot iris water jasmine lilyofthevalley,4.0,Dior Fragrances,3.07,59,woody sandalwood amber musk vanilla oakmoss cedar apricot iris water jasmine lilyofthevalley,1
245,CAROLINA HERRERA,Ch Men Sports,285,115.0,50,edt,Men,woody,sandalwood oak moss and vetiver,sea notes mixed with spices and aromatic accords  sichuan pepper and juniper berries,4.03,Pink Box,4.02,7,woody sandalwood oak moss and vetiver sea notes mixed with spices and aromatic accords  sichuan pepper and juniper berries,2
248,Mancera,Cedrat Boise,413,253.0,120,edp,Unisex,aromaticcitrus,leatheroakmossvanillawoody notes,patchouli leaves,5.0,Star.perfume,3.07,537,aromaticcitrus leatheroakmossvanillawoody notes patchouli leaves,0
251,Givenchy,Blue Label,380,143.85,100,edt,Men,spicy,cedar olibanum and vetiver,cardamom lavender and pepper,4.08,hadayiq baris,3.08,122,spicy cedar olibanum and vetiver cardamom lavender and pepper,2
252,Dior,Joy,500,360.0,90,edp,Women,woody,sandalwood cedar wood vanilla caramel musk woody accords,jasmine rose muget freesia cinnamon,4.0,Golden Perfumesعطر أصلي 100  %,3.06,113,woody sandalwood cedar wood vanilla caramel musk woody accords jasmine rose muget freesia cinnamon,1
253,LALIQUE,Encre Noire,140,136.0,100,edt,Men,woody,musk cashmere wood,haitian and bourbon vetiver,4.05,Abu Al Tayyeb Perfumes,3.06,76,woody musk cashmere wood haitian and bourbon vetiver,2
254,Calvin Klein,CK One,220,98.0,100,edt,Unisex,citrus,sandalwood amber musk cedar oakmoss green tea and green accord,nutmeg violet orris root lilyofthevalley rose freesia and jasmine,4.05,Spicebomb,3.08,66,citrus sandalwood amber musk cedar oakmoss green tea and green accord nutmeg violet orris root lilyofthevalley rose freesia and jasmine,1
255,PACO RABANNE,Black XS,429,310.0,100,edt,Men,woody,black amber and patchouli,praline and cinnamon,4.03,Parfume-Stor,3.09,61,woody black amber and patchouli praline and cinnamon,2
256,AZZARO,Pour Homme,225,133.0,100,edt,Men,woody,leather tonka bean amber musk oakmoss,sandalwood juniper berries patchouli vetiver cedar cardamom,5.0,Instant,3.07,44,woody leather tonka bean amber musk oakmoss sandalwood juniper berries patchouli vetiver cedar cardamom,2
257,CERRUTI 1881,Cerruti,117,117.0,100,edt,Men,floral,musk sandalwood patchouli oakmoss cedar pepper and pine tree,vetiver ylangylang rose lilyofthevalley and cassia,1.0,London store,3.07,23,floral musk sandalwood patchouli oakmoss cedar pepper and pine tree vetiver ylangylang rose lilyofthevalley and cassia,1
258,Rasasi,Relation,126,55.0,50,edp,Women,fresh,musk and vanilla,bulgarian rose lilac and jasmine,5.0,Willow flower,4.03,5,fresh musk and vanilla bulgarian rose lilac and jasmine,1
259,ESCADA,Magnetism,395,138.95,75,edp,Women,arabian,sandalwood amber patchouli musk benzoin caramel vetiver and vanilla,magnolia iris green leaves freesia basil jasmine caraway heliotrope lilyofthevalley rose and almond blossom,5.0,noon,4.02,98.1K,arabian sandalwood amber patchouli musk benzoin caramel vetiver and vanilla magnolia iris green leaves freesia basil jasmine caraway heliotrope lilyofthevalley rose and almond blossom,1
261,DORALL COLLECTION,Eventful,29,8.03,100,edt,Women,woody,musk,rose ylang  ylang,4.05,B.A.G,3.07,14.1K,woody musk rose ylang  ylang,1
263,VERSACE,L'Homme,185,145.0,100,edt,Men,citrus,amberlabdanumleathermusktonka beansvanilla,carnationcedarcinnamonjasminepatchoulirosesandalwood,4.02,AMLAQ,3.09,135,citrus amberlabdanumleathermusktonka beansvanilla carnationcedarcinnamonjasminepatchoulirosesandalwood,0
265,BURBERRY,My Burberry Bl,699,255.85,90,edt,Women,floral,amber and patchouli,candied rose and peach nectar,5.0,AMLAQ,3.09,135,floral amber and patchouli candied rose and peach nectar,1
266,DAVIDOFF,Cool Water,360,76.95,125,edt,Men,woody,amber cedar musk oakmoss tobacco,geranium jasmine neroli sandalwood,4.05,hadayiq baris,3.08,122,woody amber cedar musk oakmoss tobacco geranium jasmine neroli sandalwood,1
267,joop,Go,175,103.95,100,edt,Men,fresh,musk and balsam fir,cypress violet and bourbon geranium,4.04,Abu Al Tayyeb Perfumes,3.06,111,fresh musk and balsam fir cypress violet and bourbon geranium,2
268,Jacques Bogart,Silver Scent,140,55.0,100,edt,Men,arabian,vetiver litchi tonka bean and teak wood,cardamom rosemary nutmeg lavender coriander and geranium,4.05,Lady Style,4.03,88,arabian vetiver litchi tonka bean and teak wood cardamom rosemary nutmeg lavender coriander and geranium,2
269,Paris Hilton,Fairy Dust,94,94.0,100,edp,Women,floral,vanilla musk pacsuli,peachgardenialotus,3.07,fajr-perfume,3.08,23,floral vanilla musk pacsuli peachgardenialotus,0
270,PRIVE,Windsor,39,29.95,100,edp,Women,fruity,vanilla blackberry amber,jasmine magnalio orange bloosm,3.0,VIP.PARFUME,4.01,5,fruity vanilla blackberry amber jasmine magnalio orange bloosm,0
271,NARCISO RODRIGUEZ,Narciso,591,284.95,90,edp,Women,floral,vetiver white cedar extract and cedar,musk gardenia white rose,5.0,noon,4.02,98.1K,floral vetiver white cedar extract and cedar musk gardenia white rose,1
273,Jimmy Choo,jimmy,329,185.0,100,edt,Men,fruity,amber patchouli suede,geranium pineapple leaf pink pepper,4.04,Star.perfume,3.09,537,fruity amber patchouli suede geranium pineapple leaf pink pepper,2
274,MONTBLANC,Explorer,12,9.05,2,edp,Men,woody,vetiver leather cedarwood,patchouli mahonial ambrofix,4.08,Princess of beauty,3.08,467,woody vetiver leather cedarwood patchouli mahonial ambrofix,2
278,Ferrari,Scuderia Red,218,96.65,125,edt,Men,fruity,cedar sandalwood moss and vanilla,jasmine geranium orris and nutmeg,5.0,AMLAQ,3.09,135,fruity cedar sandalwood moss and vanilla jasmine geranium orris and nutmeg,1
279,Jacomo,Silences,158,143.95,100,edp,Women,floral,woodymusky,danmask roseirisnarcissus,5.0,AMLAQ,3.09,135,floral woodymusky danmask roseirisnarcissus,0
280,jil sander,Jil Sander,310,175.0,125,edt,Men,spicy,oakmoss cedar nutmeg woody notes,carnation geranium cinnamon patchouli,5.0,hadayiq baris,3.08,122,spicy oakmoss cedar nutmeg woody notes carnation geranium cinnamon patchouli,2
282,GUESS,Marciano,108.95,108.95,100,edp,Women,floral,powdery vanilla musk and woody accord,floral rhythm of peony pink honeysuckle and intensively clean and sweet jasmine,5.0,Luxury,412.0,7,floral powdery vanilla musk and woody accord floral rhythm of peony pink honeysuckle and intensively clean and sweet jasmine,0
283,joop,Homme,170,57.0,125,edt,Men,citrus,patchouli sandalwood tonka beans vanilla,cardamom cinnamon heliotrope jasmine lily of the valley,4.02,Cute Shop,3.07,98,citrus patchouli sandalwood tonka beans vanilla cardamom cinnamon heliotrope jasmine lily of the valley,3
285,HUGO BOSS,Hugo Boss,214,95.0,125,edt,Men,fresh,patchouli fir cedar,carnation sage geranium jasmine,4.05,Cute Shop,4.02,425,fresh patchouli fir cedar carnation sage geranium jasmine,2
286,MINI COLLECTION,Mini Collection No.1075,10,10.0,25,edp,Unisex,musk,wood,vanilla,5.0,Nuna,3.09,266,musk wood vanilla,1
288,HUGO BOSS,Hugo,395,115.0,125,edt,Men,aromatic,cedar wood fir patchouli,carnation geranium jasmine sage,4.02,Grass gulf,3.05,135,aromatic cedar wood fir patchouli carnation geranium jasmine sage,2
289,Calvin Klein,One Shock,177,102.0,200,edt,Men,spicy,amber patchouli woodsy notes musk,cardamom pepper basil osmanthus,4.07,AMLAQ,3.09,135,spicy amber patchouli woodsy notes musk cardamom pepper basil osmanthus,2
291,GIORGIO ARMANI,Eau De Cedre,1204,470.0,100,edt,Men,woody,suede cedar essence black tea woody notes,violet leaf cardamom and cumin,4.07,MOON LIGHT,3.08,76,woody suede cedar essence black tea woody notes violet leaf cardamom and cumin,2
292,Mancera,Red Tobacco,590,340.0,120,edp,Men,woody,precious tobacco amber woody notes vetiver vanilla pods and white musk,patchouli leaves jasmine,4.07,Faces,4.02,61,woody precious tobacco amber woody notes vetiver vanilla pods and white musk patchouli leaves jasmine,1
293,Jean Paul GAULTIER,Scandal,622,350.0,80,edp,Women,floral,sandalwood caramel beeswax patchouli,honey peach orange blossom jasmine gardenia,5.0,Faces,3.09,61,floral sandalwood caramel beeswax patchouli honey peach orange blossom jasmine gardenia,0
296,Calvin Klein,Escape,184,94.95,100,edp,Women,oriental,vanilla musk cedar sandalwood oakmoss amber vetiver,carnation rose peach lily of the valley jasmine cloves,5.0,noon,4.02,98.1K,oriental vanilla musk cedar sandalwood oakmoss amber vetiver carnation rose peach lily of the valley jasmine cloves,1
297,DORALL COLLECTION,Dionysus,39,10.06,100,edt,Men,floral,aromatic cedarwood tonka amber and vetiver,ozonic tones with geranium violet cool eucalyptus and crisp green apple,3.0,B.A.G,3.07,14.1K,floral aromatic cedarwood tonka amber and vetiver ozonic tones with geranium violet cool eucalyptus and crisp green apple,0
298,Genie,1029 Collection,43,17.08,40,edp,Women,fruity,vegetal amber musk and mahogany,magnolia lotus and peony,4.08,Parisian Store,3.09,425,fruity vegetal amber musk and mahogany magnolia lotus and peony,0
299,Lancome,La Vie Est Belle,560,217.0,75,edp,Women,vanilla,patchouli praline tonka beans vanilla,iris jasmine orange tree blossom,4.04,Al-Najm,3.07,347,vanilla patchouli praline tonka beans vanilla iris jasmine orange tree blossom,3
301,VERSACE,Oud Noir,500,260.0,100,edp,Men,woody,agarwood patchouli leatherwood,cardamom saffron olibanum,4.05,Lady Style,4.02,124,woody agarwood patchouli leatherwood cardamom saffron olibanum,2
302,Roberto Cavalli,cavalli,110,110.0,75,edp,Women,arabian,benzoin tonka bean vanilla,african orange flower,5.0,hadayiq baris,3.08,122,arabian benzoin tonka bean vanilla african orange flower,3
304,CAROLINA HERRERA,Prive,425,140.0,100,edt,Men,aromatic,leather benzoin and tonka,luxurious notes of whiskey,4.03,Perfume Ms,3.08,66,aromatic leather benzoin and tonka luxurious notes of whiskey,3
308,Lattafa,Velvet Oud,85,56.75,100,edp,Unisex,floral,sandalwood tonka bean amber patchouli musk oakmoss cedar and tobacco,pine tree honey orris root jasmine caraway petitgrain lilyofthevalley rose brazilian rosewood and incense,4.0,noon,4.02,98.1K,floral sandalwood tonka bean amber patchouli musk oakmoss cedar and tobacco pine tree honey orris root jasmine caraway petitgrain lilyofthevalley rose brazilian rosewood and incense,1
311,ROCHAS,Secret De Rochas,145,67.0,100,edp,Women,fruity,oakmoss sandalwood civet cedarwood musk orris tonka bean,osmanthus jasmine,3.0,KOZMA,4.04,337,fruity oakmoss sandalwood civet cedarwood musk orris tonka bean osmanthus jasmine,3
312,jennifer lopez,Live Luxe,168,95.0,100,edp,Women,fresh,diamond musk soft musk,muguet petals exotic amethyst freesia,5.0,neo lek,3.05,88,fresh diamond musk soft musk muguet petals exotic amethyst freesia,0
313,Guerlain,Mon Florale,635,319.0,100,edp,Women,floral,vanilla iris sandalwood,floral notes peony jasmine sambac ylangylang neroli peach lilyofthevalley,4.08,Faces,3.09,61,floral vanilla iris sandalwood floral notes peony jasmine sambac ylangylang neroli peach lilyofthevalley,0
314,GUCCI,Guilty Intense,330,224.0,90,edt,Men,floral,patchouli virginia cedar amber,african orange flower neroli,4.04,flower,3.09,33,floral patchouli virginia cedar amber african orange flower neroli,0
315,PRADA,Milano Infusion D'iris,500,338.0,100,edp,Women,woody,incense and benzoin,iris cedar and vetiver,5.0,Shopping life,4.02,20,woody incense and benzoin iris cedar and vetiver,2
316,Michael Kors,kors,419,273.0,100,edp,Women,floral,musk cashmere wood vetiver,tuberose iris peony orris root arum lily,5.0,Beautiful Live,4.02,7,floral musk cashmere wood vetiver tuberose iris peony orris root arum lily,0
318,Ajmal,Teenz,134,74.85,50,edp,Women,floral,floral fruity musky,fruity musky,4.05,noon,4.02,98.1K,floral floral fruity musky fruity musky,0
319,TED LAPIDUS,Creation,162,162.0,100,edt,Women,fruity,amber musk sandalwood veti,gardenia jasmine tuberose daffodil rose ylangylang,4.03,KAYA,4.03,4K,fruity amber musk sandalwood veti gardenia jasmine tuberose daffodil rose ylangylang,1
320,BVLGARI,Goldea,615,200.0,90,edp,Women,arabian,muskamberpatchoulipapyrus,ylangylang jasmine musk,4.05,Beuatyone1,3.09,347,arabian muskamberpatchoulipapyrus ylangylang jasmine musk,1
321,Revlon,Charlie Blue,44,34.0,100,edt,Women,woody,a mix of sandalwood oakmoss,jasmine muguet rose ylangylang,4.02,Attractive perfume,3.05,244,woody a mix of sandalwood oakmoss jasmine muguet rose ylangylang,1
324,GUCCI,Premiere,570,292.95,75,edp,Women,floral,patchouli and sandalwood,orange blossom and musk,2.0,AMLAQ,3.09,135,floral patchouli and sandalwood orange blossom and musk,0
325,CHANEL,Allure Homme Sport EDT For,800,423.0,100,edp,Men,citrus,tonka bean atlas cedar vetiver white musk and pepper,cedarnerolipepper,5.0,hadayiq baris,3.08,122,citrus tonka bean atlas cedar vetiver white musk and pepper cedarnerolipepper,3
326,BVLGARI,Aqva Marine Pour Homme,331,163.95,100,edt,Men,citrus,virginia cedar amber,seaweed rosemary water notes,4.08,hadayiq baris,3.08,122,citrus virginia cedar amber seaweed rosemary water notes,2
327,VERSACE,Dylan Blue,77,38.0,5,edt,Men,arabian,musk tonka bean incense saffron,violet leaves papyrus wood  patchouli black pepper and ambergris,4.02,neo lek,3.05,88,arabian musk tonka bean incense saffron violet leaves papyrus wood  patchouli black pepper and ambergris,3
328,Jacques Bogart,Silver Scent,140,55.0,100,edt,Men,arabian,vetiver litchi tonka bean and teak wood,cardamom rosemary nutmeg lavender coriander and geranium,4.05,Lady Style,3.06,88,arabian vetiver litchi tonka bean and teak wood cardamom rosemary nutmeg lavender coriander and geranium,2
331,BVLGARI,Omnia Crystalline,504,279.0,65,edt,Women,woody,white sandalwood benzoin from siam and musks,lotus flower orris concrete and heliotrope,5.0,KAYA,4.03,4K,woody white sandalwood benzoin from siam and musks lotus flower orris concrete and heliotrope,0
333,Ard Al Zaafaran,Oud Sharqia,65,18.04,80,edp,Unisex,arabian,sweet wood,citric,4.04,King-Perfume,4.02,450,arabian sweet wood citric,0
336,Calvin Klein,Reveal,427,169.0,100,edp,Women,floral,vetiver sandalwood cashmere and musk,powdery iris and ambergris,4.04,Faces,3.06,61,floral vetiver sandalwood cashmere and musk powdery iris and ambergris,0
338,LANVIN,Lanvin,139,113.0,100,edt,Men,woody,sandalwood amber musk vanilla,pepper mint sage cardamom,5.0,Chansles,3.09,33,woody sandalwood amber musk vanilla pepper mint sage cardamom,2
340,Britney Spears,Fantasy,314,99.0,100,edp,Women,floral,creamy musk orris root and sensual woods,cupcake jasmine and white chocolate orchid,4.05,noon,4.02,98.1K,floral creamy musk orris root and sensual woods cupcake jasmine and white chocolate orchid,0
341,ELIE SAAB,Royal,711,239.75,90,edp,Women,floral,indonesian patchouli essence indian sandalwood amber vanilla,turkish rose absolute bulgarian rose absolute lebanese neroli,5.0,noon,4.02,98.1K,floral indonesian patchouli essence indian sandalwood amber vanilla turkish rose absolute bulgarian rose absolute lebanese neroli,1
345,HUGO BOSS,Hugo,395,115.0,125,edt,Men,aromatic,cedar wood fir patchouli,carnation geranium jasmine sage,4.02,Grass gulf,3.07,135,aromatic cedar wood fir patchouli carnation geranium jasmine sage,2
346,Calvin Klein,Euphoria Intense,99.95,99.95,100,edt,Men,spicy,amber patchouli agarwood myrrh labdanun,black basil sage cedar vetiver,5.0,hadayiq baris,3.08,122,spicy amber patchouli agarwood myrrh labdanun black basil sage cedar vetiver,2
347,MONTBLANC,Legend Spirit,342,140.0,100,edt,Men,citrus,white musk white woods cashmere wood oakmoss,water notes lavender cardamom,4.07,hadayiq baris,3.08,122,citrus white musk white woods cashmere wood oakmoss water notes lavender cardamom,2
348,Parfums De Marly,Pegasus,914,245.0,125,edt,Men,citrus,ambergris musk,iris orange blossom,4.05,hadayiq baris,3.08,122,citrus ambergris musk iris orange blossom,0
350,TRUSSARDI,Uomo,260,143.75,100,edt,Men,floral,patchoulioak mossleather,geraniumvioletclary sage,4.01,Parvant Store,3.08,76,floral patchoulioak mossleather geraniumvioletclary sage,0
351,LOEWE,Esencia Pour Homme,514,177.0,150,edt,Men,woody,tonka bean leather sandalwood fir amber patchouli musk oakmoss vetiver cedar and styrax,clary sage nutmeg basil jasmine neroli lilyofthevalley rose pine tree needles geranium and black currant,5.0,Pinch Of Perfum,4.02,32,woody tonka bean leather sandalwood fir amber patchouli musk oakmoss vetiver cedar and styrax clary sage nutmeg basil jasmine neroli lilyofthevalley rose pine tree needles geranium and black currant,2
352,Calvin Klein,Escape,184,94.95,100,edp,Women,oriental,vanilla musk cedar sandalwood oakmoss amber vetiver,carnation rose peach lily of the valley jasmine cloves,5.0,noon,4.02,98.1K,oriental vanilla musk cedar sandalwood oakmoss amber vetiver carnation rose peach lily of the valley jasmine cloves,1
354,Fendi,Furiosa,207,101.85,50,edp,Women,floral,amber incense guaiac wood,jasmine violaciocca flower and gardenia,4.06,noon,4.02,98.1K,floral amber incense guaiac wood jasmine violaciocca flower and gardenia,0
357,Miu Miu,miu miu,515,249.95,100,edp,Women,floral,akigalawood,green notes jasmine rose,5.0,noon,4.02,98.1K,floral akigalawood green notes jasmine rose,0
358,Givenchy,L'Interdit,446,228.0,50,edp,Women,floral,vetiver patchouli ambroxan and vanilla,orange blossom jasmine and tuberose,5.0,Brand Land,43.0,4K,floral vetiver patchouli ambroxan and vanilla orange blossom jasmine and tuberose,0
360,Estee Lauder,White Linen,214,214.0,60,edp,Women,arabian,vetiver sandalwood amber benzoin tonka bean honey and oakmoss,carnation iris jasmine hyacinth ylangylang rose lilyofthevalley violet lilac orchid and orris,5.0,Precious Store,4.01,319,arabian vetiver sandalwood amber benzoin tonka bean honey and oakmoss carnation iris jasmine hyacinth ylangylang rose lilyofthevalley violet lilac orchid and orris,3
361,Calvin Klein,CK One,220,105.0,200,edt,Unisex,citrus,sandalwood amber musk cedar and oakmoss,nutmeg violet orris root jasmine lily of the valley and rose,3.03,AMLAQ,3.09,135,citrus sandalwood amber musk cedar and oakmoss nutmeg violet orris root jasmine lily of the valley and rose,1
362,PACO RABANNE,Ultraviolet,281,148.65,80,edp,Women,floral,madagascar vanilla absolute and ambergris,chinese osmanthus and indian sambac jasmine,4.08,AMLAQ,3.09,135,floral madagascar vanilla absolute and ambergris chinese osmanthus and indian sambac jasmine,0
364,BURBERRY,Brit Sheer,232,123.95,100,edt,Women,fruity,white musk and blond wood,pink peony peach blossom and nashi floral accent,4.08,noon,4.02,98.1K,fruity white musk and blond wood pink peony peach blossom and nashi floral accent,0
367,DORALL COLLECTION,Eternally Hot,29,8.0,100,edt,Women,woody,vanilla musk,gardenia jasmine,4.05,B.A.G,4.02,14.1K,woody vanilla musk gardenia jasmine,1
